0.0185568 0.0272331 0.00502908 
0.0396259 0.0431364 0.00269191 
0.0415944 0.050859 0.0188172 
0.039733 0.0560986 0.0228659 
0.0561389 0.0723357 0.0532245 
0.0766515 0.0834669 0.0591068 
0.100143 0.0958988 0.0572793 
0.0881979 0.122403 0.0785185 
0.0829451 0.12087 0.0846464 
0.0679484 0.113118 0.0895662 
0.0647348 0.120602 0.112319 
0.0650573 0.11439 0.115056 
0.063412 0.118967 0.125491 
0.05488 0.119601 0.13253 
0.0535776 0.112463 0.147938 
0.0488348 0.0929152 0.146203 
0.0683117 0.108444 0.155921 
0.0592969 0.110928 0.166875 
0.0443391 0.108233 0.172273 
0.0310871 0.0986375 0.181424 
0.0218962 0.113197 0.181556 
0.0229092 0.117247 0.194139 
0.00936026 0.125446 0.199293 
0 0.130705 0.189924 
0.00471201 0.132662 0.172356 
0.00363502 0.128162 0.170452 
0.00237007 0.126847 0.171132 
0 0.140818 0.18298 
0 0.143127 0.190345 
0.00247554 0.135126 0.181061 
0 0.145934 0.159382 
0.00461476 0.158143 0.155432 
0 0.148596 0.140867 
0 0.140218 0.121281 
0 0.154506 0.122528 
0.0018969 0.153825 0.12954 
0 0.149898 0.122436 
0.00321076 0.120124 0.128591 
0.0150083 0.123179 0.138604 
0.000278795 0.133567 0.111716 
0.0159748 0.160955 0.126496 
0.0121924 0.165288 0.116249 
0.0015757 0.155511 0.10637 
0.00936328 0.142138 0.10512 
7.86112e-05 0.140656 0.106969 
0 0.136441 0.099615 
0 0.124543 0.104636 
0.00864968 0.123377 0.129443 
0.00968927 0.131789 0.132839 
0.0098933 0.139382 0.131121 
0.00201488 0.132228 0.135562 
0 0.125294 0.135702 
0 0.11687 0.132192 
0 0.103643 0.13733 
0.001649 0.0997843 0.127309 
0.00415777 0.0977506 0.131267 
0.00439691 0.0909042 0.121525 
0.00593025 0.0959208 0.104797 
0.0153783 0.0949163 0.103643 
0.0288479 0.0951281 0.106087 
0.0236535 0.0743236 0.0943807 
0.0312791 0.0705358 0.0822782 
0.025968 0.0723299 0.071612 
0.0146689 0.0638014 0.0607278 
6.14249e-05 0.056282 0.0783982 
0.00823737 0.0621636 0.0810964 
0.0238149 0.0647371 0.0776238 
0.023352 0.0559338 0.0742389 
0.031986 0.0523102 0.0833838 
0.0298303 0.0542401 0.0875671 
0.045855 0.0547966 0.0744815 
0.0533972 0.0530737 0.0633989 
0.0469509 0.0421356 0.0621923 
0.048052 0.0375769 0.0594479 
0.0690571 0.0350617 0.0733505 
0.0758927 0.0246968 0.0622242 
0.0833853 0.0247932 0.0465626 
0.0843096 0.0283072 0.046989 
0.0801957 0.0388146 0.0376437 
0.0900405 0.0467885 0.0315929 
0.0856589 0.0365105 0.0427612 
0.0806013 0.0319482 0.0410079 
0.0942297 0.0403969 0.0499499 
0.0920366 0.0362049 0.0478213 
0.0902582 0.0173715 0.0284774 
0.0898713 0.0222135 0.0284555 
0.0640456 0.0160248 0.012363 
0.0826854 0 0.0224322 
0.105251 0 0.0167821 
0.123657 0 0.0303943 
0.112562 0 0.0369288 
0.121196 0.00335359 0.0411007 
0.117512 0 0.0339668 
0.122466 0 0.0523183 
0.112185 0 0.0444722 
0.125151 0.00572591 0.0459198 
0.126387 0 0.0528728 
0.118021 0.00293909 0.0521356 
0.117104 0 0.0453611 
0.108894 0.00831481 0.0474567 
0.111598 0.00299625 0.0377502 
0.102513 0 0.0383673 
0.0929795 0 0.0407344 
0.0983036 0.00554744 0.05841 
0.0873323 0 0.055735 
0.0918319 0 0.0604699 
0.0959717 0 0.0572034 
0.10519 0 0.0572627 
0.0970277 0 0.0576209 
0.0968599 0 0.0676406 
0.101505 0 0.0867748 
0.0982742 0.00370639 0.0818563 
0.100739 0.00878647 0.0781463 
0.0793938 0.0173645 0.0823923 
0.0792274 0.0106217 0.08177 
0.0855142 0.026713 0.0865813 
0.0717964 0.0193328 0.102702 
0.0657167 0.0309984 0.112362 
0.0648684 0.0194986 0.102422 
0.0729496 0.017202 0.0878173 
